Feature,Diameter(mm),Depth(mm),Radius(mm),Length(mm),Width(mm),Angle( ˚),Distance(mm),Tolerance(µm),SurfaceFinish(µm),MachiningOperation
3,0,18,0,15,16,0,0,35,1.53177919450683,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,13,0,12,15,0,0,34,1.53299226969563,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,12,0,17,17,0,0,35,1.10970061396376,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,14,0,18,18,0,0,39,0.978462002546217,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,12,0,16,10,0,0,27,2.32154662931188,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,11,0,18,12,0,0,43,1.42519126946806,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,16,0,11,14,0,0,31,1.36580307074087,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,12,0,17,18,0,0,23,1.93748554262877,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,11,0,11,15,0,0,20,2.01228674270329,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,18,0,14,16,0,0,34,2.21064705650191,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,18,0,12,15,0,0,41,2.39564075605132,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,10,0,10,14,0,0,18,1.24903741834306,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,12,0,12,12,0,0,26,2.20422433299455,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,17,0,17,16,0,0,43,1.01473192218754,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,15,0,16,11,0,0,23,2.30282081177472,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,18,0,15,16,0,0,32,2.44800542955528,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,12,0,14,17,0,0,27,2.10643834116081,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,13,0,10,11,0,0,41,1.71660316226578,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,18,0,16,11,0,0,41,1.206179315529,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,18,0,18,12,0,0,31,1.2748359598465,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,14,0,10,14,0,0,40,1.1099304755702,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,10,0,17,18,0,0,29,2.43495537031649,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,17,0,18,11,0,0,42,1.47614789214468,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,12,0,11,13,0,0,29,1.60318669318086,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,13,0,18,18,0,0,34,1.92704104454982,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,14,0,16,18,0,0,5,0.118062843993958,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,12,13,0,0,7,0.400541293975644,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,13,12,0,0,11,0.0156327105998341,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,17,0,14,14,0,0,5,0.35944729691132,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,14,12,0,0,7,0.223905849771591,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,13,0,16,17,0,0,10,0.344106323299159,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,11,11,0,0,6,0.189176147448166,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,18,14,0,0,3,0.176133811201025,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,13,0,12,16,0,0,6,0.162647827784336,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,14,13,0,0,9,0.582012196584893,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,16,16,0,0,6,0.428043700597441,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,17,18,0,0,9,0.388082527041648,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,17,13,0,0,4,0.103516159750054,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,17,14,0,0,9,0.537381027202712,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,12,15,0,0,6,0.602496679852842,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,10,12,0,0,3,0.441233583991137,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,18,14,0,0,9,0.573058465312438,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,15,18,0,0,11,0.61680607897292,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,10,16,0,0,3,0.153907505058561,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,12,0,14,14,0,0,8,0.304041028923269,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,13,15,0,0,10,0.312207574781065,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,11,16,0,0,8,0.100932234611591,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,11,15,0,0,11,0.372267025226861,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,12,15,0,0,6,0.272202170465864,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,17,0,16,11,0,0,11,0.60651194888453,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,15,17,0,0,4,0.166314248584348,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,17,14,0,0,4,0.32423456337338,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,12,17,0,0,8,0.169073984181544,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,16,16,0,0,4,0.0370340375834512,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,13,15,0,0,8,0.327809534940185,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,12,0,10,14,0,0,3,0.620667055439734,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,13,0,13,15,0,0,9,0.342600718767874,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,18,15,0,0,5,0.349053784980675,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,14,0,13,10,0,0,3,0.486426263142614,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,11,10,0,0,6,0.4469009669169,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,16,0,18,17,0,0,3,0.0607082959368056,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,15,15,0,0,11,0.544107334535869,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,10,0,12,17,0,0,6,0.207541507098431,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,11,11,0,0,4,0.254556402889143,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,11,12,0,0,8,0.528764215806099,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,11,0,12,17,0,0,11,0.600437350194062,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,12,0,12,11,0,0,4,0.362902999965633,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,13,0,18,10,0,0,8,0.219681436062074,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,13,10,0,0,4,0.11450482130174,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,14,13,0,0,11,0.309758688775829,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,12,0,18,10,0,0,10,0.256591679401477,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,17,0,10,10,0,0,8,0.594814444353282,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,17,0,17,16,0,0,3,0.252913900553603,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,13,0,18,14,0,0,4,0.186505342845768,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,14,17,0,0,11,0.010555211172312,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,17,10,0,0,6,0.305118798326673,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,12,0,17,15,0,0,10,0.399890201252707,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,18,0,14,10,0,0,11,0.349783829423762,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,15,0,12,12,0,0,4,0.211674599435149,Rough_Milling-Semi_Finish_Milling-Grinding_Lapping
3,0,13,0,15,17,0,0,5,0.0761997093715574,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,10,12,0,0,3,0.0327762436163409,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,14,0,12,18,0,0,8,0.045260788301564,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,17,0,10,14,0,0,7,0.10237995363242,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,17,0,15,13,0,0,3,0.0338698912897347,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,13,0,13,12,0,0,6,0.0723635764847004,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,11,0,13,12,0,0,5,0.12039645036305,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,14,0,17,18,0,0,3,0.127386881037923,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,18,0,17,17,0,0,8,0.0873673539270375,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,11,18,0,0,7,0.0290534703762387,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,12,0,15,14,0,0,6,0.0151118782915272,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,14,13,0,0,8,0.0258563710725856,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,14,0,11,15,0,0,3,0.0340335602680193,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,18,0,18,14,0,0,8,0.0462895813037803,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,16,11,0,0,7,0.054500526080374,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,13,0,12,17,0,0,4,0.140795372223426,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,11,0,17,12,0,0,4,0.132313473624237,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,14,12,0,0,3,0.0441326974355443,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,17,18,0,0,3,0.031927765898478,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,11,0,17,11,0,0,6,0.0224039002265634,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,18,10,0,0,8,0.0271751928218817,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,11,12,0,0,6,0.0793174824254751,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,13,18,0,0,3,0.12012324680777,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,18,17,0,0,8,0.147395423973935,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,17,0,15,12,0,0,7,0.0820240209474742,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,12,11,0,0,3,0.0969838085972977,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,10,11,0,0,7,0.0259942239278931,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,17,0,16,15,0,0,4,0.0404760267125988,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,13,0,15,15,0,0,8,0.131988795306509,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,11,18,0,0,7,0.158331545909717,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,11,0,18,10,0,0,8,0.153325910569417,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,17,0,15,14,0,0,6,0.066386045039051,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,17,0,11,11,0,0,6,0.0646382833241864,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,14,0,17,10,0,0,7,0.0385815721126418,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,14,0,12,15,0,0,3,0.0854480787751352,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,18,0,15,13,0,0,6,0.0897222599883219,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,16,14,0,0,3,0.0263662093675954,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,14,18,0,0,4,0.0228240231760437,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,11,0,12,18,0,0,6,0.0762645007459603,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,18,10,0,0,4,0.0241626037935427,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,11,0,15,14,0,0,7,0.0972578873312029,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,15,10,0,0,7,0.145772012311047,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,18,0,18,12,0,0,5,0.150276129472076,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,15,0,16,11,0,0,8,0.0340699212941532,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,12,15,0,0,3,0.0359694480134568,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,12,0,11,18,0,0,5,0.0294567067840812,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,12,0,10,18,0,0,3,0.113895431932777,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,16,15,0,0,6,0.108467450168354,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,10,0,18,12,0,0,8,0.0984115987359063,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,14,0,14,15,0,0,7,0.0230862559004176,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,13,0,14,10,0,0,5,0.133943194001148,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,16,0,11,14,0,0,3,0.0213945455922763,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,13,0,11,18,0,0,7,0.0828744845759779,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,12,0,14,15,0,0,8,0.0181199218212434,Rough_Milling-Semifinish_Milling-Grinding-SuperFinishing
3,0,19,0,25,18,0,0,130,13,Rough_Milling
3,0,27,0,20,27,0,0,167,7,Rough_Milling
3,0,26,0,28,27,0,0,227,14,Rough_Milling
3,0,23,0,19,28,0,0,147,10,Rough_Milling
3,0,21,0,18,24,0,0,210,7,Rough_Milling
3,0,23,0,30,30,0,0,263,6,Rough_Milling
3,0,22,0,25,18,0,0,204,19,Rough_Milling
3,0,30,0,19,18,0,0,158,11,Rough_Milling
3,0,19,0,27,21,0,0,204,14,Rough_Milling
3,0,27,0,22,20,0,0,159,13,Rough_Milling
3,0,21,0,30,26,0,0,165,10,Rough_Milling
3,0,19,0,29,19,0,0,267,20,Rough_Milling
3,0,29,0,27,28,0,0,252,8,Rough_Milling
3,0,28,0,21,26,0,0,167,11,Rough_Milling
3,0,27,0,28,25,0,0,226,13,Rough_Milling
3,0,30,0,22,18,0,0,253,8,Rough_Milling
3,0,18,0,24,21,0,0,200,12,Rough_Milling
3,0,29,0,26,25,0,0,286,10,Rough_Milling
3,0,30,0,20,19,0,0,175,20,Rough_Milling
3,0,29,0,19,19,0,0,289,19,Rough_Milling
3,0,19,0,28,21,0,0,257,14,Rough_Milling
3,0,18,0,27,28,0,0,217,19,Rough_Milling
3,0,23,0,29,24,0,0,293,15,Rough_Milling
3,0,19,0,27,20,0,0,228,20,Rough_Milling
3,0,19,0,23,21,0,0,320,12,Rough_Milling
3,0,28,0,20,23,0,0,305,6,Rough_Milling
3,0,28,0,23,28,0,0,151,14,Rough_Milling
3,0,22,0,19,19,0,0,177,14,Rough_Milling
3,0,30,0,24,25,0,0,245,13,Rough_Milling
3,0,20,0,22,19,0,0,179,11,Rough_Milling
3,0,27,0,20,27,0,0,150,20,Rough_Milling
3,0,18,0,25,27,0,0,270,19,Rough_Milling
3,0,30,0,19,30,0,0,170,9,Rough_Milling
3,0,27,0,18,26,0,0,327,12,Rough_Milling
3,0,27,0,24,30,0,0,163,12,Rough_Milling
3,0,19,0,18,22,0,0,267,8,Rough_Milling
3,0,25,0,26,27,0,0,189,13,Rough_Milling
3,0,30,0,25,27,0,0,157,18,Rough_Milling
3,0,27,0,18,26,0,0,135,12,Rough_Milling
3,0,21,0,24,23,0,0,330,7,Rough_Milling
3,0,23,0,18,18,0,0,327,14,Rough_Milling
3,0,28,0,29,25,0,0,174,9,Rough_Milling
3,0,22,0,26,22,0,0,133,8,Rough_Milling
3,0,27,0,29,19,0,0,292,8,Rough_Milling
3,0,26,0,19,29,0,0,82,6.6735611384404,Rough_Milling-Semi_Finish_Milling
3,0,24,0,25,29,0,0,75,9.17949824577517,Rough_Milling-Semi_Finish_Milling
3,0,20,0,22,18,0,0,127,5.58623778634413,Rough_Milling-Semi_Finish_Milling
3,0,19,0,26,28,0,0,105,1.73539859847517,Rough_Milling-Semi_Finish_Milling
3,0,26,0,20,29,0,0,46,6.75089034290401,Rough_Milling-Semi_Finish_Milling
3,0,30,0,27,26,0,0,109,3.51060942050182,Rough_Milling-Semi_Finish_Milling
3,0,28,0,24,18,0,0,85,8.75991395891253,Rough_Milling-Semi_Finish_Milling
3,0,19,0,20,19,0,0,101,5.26010342380983,Rough_Milling-Semi_Finish_Milling
3,0,25,0,30,27,0,0,114,6.20478125005525,Rough_Milling-Semi_Finish_Milling
3,0,18,0,27,20,0,0,106,9.3662931572153,Rough_Milling-Semi_Finish_Milling
3,0,19,0,24,25,0,0,119,7.2732595189979,Rough_Milling-Semi_Finish_Milling
3,0,25,0,26,22,0,0,35,6.82190356083417,Rough_Milling-Semi_Finish_Milling
3,0,28,0,25,22,0,0,66,8.08394423646182,Rough_Milling-Semi_Finish_Milling
3,0,27,0,19,28,0,0,69,3.18375265285605,Rough_Milling-Semi_Finish_Milling
3,0,30,0,28,23,0,0,92,5.66827908585553,Rough_Milling-Semi_Finish_Milling
3,0,25,0,22,27,0,0,126,5.27558149983562,Rough_Milling-Semi_Finish_Milling
3,0,18,0,29,28,0,0,62,5.01830355804851,Rough_Milling-Semi_Finish_Milling
3,0,27,0,18,28,0,0,111,2.94622974187198,Rough_Milling-Semi_Finish_Milling
3,0,27,0,20,26,0,0,125,4.57817567329902,Rough_Milling-Semi_Finish_Milling
3,0,30,0,18,21,0,0,40,9.60394977488473,Rough_Milling-Semi_Finish_Milling
3,0,26,0,20,22,0,0,47,4.06045541256587,Rough_Milling-Semi_Finish_Milling
3,0,30,0,19,28,0,0,100,8.55574061973586,Rough_Milling-Semi_Finish_Milling
3,0,20,0,22,19,0,0,80,3.69142823904773,Rough_Milling-Semi_Finish_Milling
3,0,29,0,20,24,0,0,124,3.43620587847648,Rough_Milling-Semi_Finish_Milling
3,0,21,0,26,24,0,0,80,6.16825903160303,Rough_Milling-Semi_Finish_Milling
3,0,24,0,27,26,0,0,109,9.68883140540659,Rough_Milling-Semi_Finish_Milling
3,0,22,0,25,21,0,0,53,5.53950197262448,Rough_Milling-Semi_Finish_Milling
3,0,24,0,28,30,0,0,67,2.46165658248572,Rough_Milling-Semi_Finish_Milling
3,0,18,0,25,20,0,0,41,6.88938379267832,Rough_Milling-Semi_Finish_Milling
3,0,22,0,26,21,0,0,126,3.07573495704494,Rough_Milling-Semi_Finish_Milling
3,0,28,0,23,24,0,0,112,3.68405283686772,Rough_Milling-Semi_Finish_Milling
3,0,29,0,18,30,0,0,69,5.49763339763817,Rough_Milling-Semi_Finish_Milling
3,0,30,0,18,23,0,0,40,8.14311256605379,Rough_Milling-Semi_Finish_Milling
3,0,24,0,21,25,0,0,121,4.66585288020572,Rough_Milling-Semi_Finish_Milling
3,0,22,0,29,23,0,0,14,0.527396416379102,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,30,0,25,23,0,0,14,1.20518233821468,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,25,0,21,24,0,0,28,0.51263974913117,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,19,0,24,28,0,0,20,0.882671165160317,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,28,0,22,25,0,0,17,0.647584080375005,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,22,0,18,29,0,0,15,0.816056030649291,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,29,0,20,27,0,0,11,1.10286080012081,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,28,0,26,29,0,0,27,0.724350416502338,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,18,0,22,25,0,0,4,0.541628434747614,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,30,0,24,24,0,0,26,1.1859507331492,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,24,0,29,20,0,0,20,0.422544857700931,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,19,0,25,20,0,0,13,0.547096347446392,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,26,0,23,27,0,0,30,0.643569872126716,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,29,0,23,20,0,0,32,0.440090657799327,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,22,0,29,23,0,0,16,0.551085351888928,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,25,0,24,18,0,0,20,0.845177727014962,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,21,0,30,20,0,0,27,1.07219022835946,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,21,0,18,18,0,0,32,0.705466218919617,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,29,0,28,28,0,0,32,0.385498854409258,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,22,0,20,26,0,0,14,0.700629288390611,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,25,0,25,22,0,0,10,0.548472609700237,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,29,0,30,25,0,0,25,1.11853967903331,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,21,0,29,30,0,0,4,0.755062652080079,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,23,0,29,30,0,0,21,1.21526569108416,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,18,0,24,19,0,0,25,1.21004039365042,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,20,0,27,28,0,0,10,1.1889022749841,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,27,0,23,22,0,0,19,1.01757271068904,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,27,0,25,18,0,0,23,0.549981943087913,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,18,0,23,22,0,0,10,0.789862432035149,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,21,0,19,22,0,0,33,0.797993650204439,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,18,0,26,24,0,0,7,0.930860975206494,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,27,0,30,28,0,0,13,0.959478669541275,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,18,0,22,26,0,0,11,1.16337737169446,Rough_Milling-Semi_Finish_Milling-Finish_Milling
3,0,25,0,21,19,0,0,42,0.950184289211743,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,22,0,28,29,0,0,33,1.88142290744984,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,30,0,27,24,0,0,45,0.754063365060999,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,26,0,28,23,0,0,38,1.62115426013897,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,30,0,18,21,0,0,37,1.31693161018583,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,26,0,26,23,0,0,48,0.806749397446067,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,30,0,28,24,0,0,24,1.1175752758723,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,28,0,29,27,0,0,52,0.923683278208502,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,26,0,21,23,0,0,22,0.944146431427918,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,20,0,26,23,0,0,47,0.677397485496827,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,19,0,24,21,0,0,36,0.661207849958295,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,29,0,24,22,0,0,23,1.35222636209396,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,21,0,20,21,0,0,33,1.18742190429087,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,23,0,25,24,0,0,32,0.755104570447569,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,23,0,22,28,0,0,27,1.79901132630922,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,29,0,19,18,0,0,25,2.37757321390704,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,28,0,29,21,0,0,51,1.4439018884865,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,27,0,21,25,0,0,42,0.815236350308234,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,27,0,23,29,0,0,27,2.37949025259614,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,19,0,22,20,0,0,29,1.56846298449245,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,27,0,20,30,0,0,52,0.838156411006185,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,21,0,26,20,0,0,27,1.5976458657834,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,29,0,18,28,0,0,32,0.814511403569822,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,23,0,22,26,0,0,46,0.856683683568381,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,24,0,25,20,0,0,49,1.55243320945042,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,24,0,21,22,0,0,26,2.16564714484468,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,30,0,28,24,0,0,36,2.45693926665377,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,30,0,19,19,0,0,34,1.27045423209905,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,23,0,25,28,0,0,48,2.49201004486755,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,30,0,20,18,0,0,36,1.83717342544847,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,26,0,27,26,0,0,40,2.27816874452178,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,28,0,28,20,0,0,23,1.44906616736484,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
3,0,26,0,26,27,0,0,42,2.05987983619828,Rough_Milling-Semi_Finish_Milling-Rough_Grinding
